label,cutoff_n,skr
imperfect-src,98,0.01864884760325166
imperfect-src,99,0.018649744480698376
imperfect-src,100,0.018649728737269573
imperfect-src,101,0.018649728737269573
imperfect-src,102,0.01864971299386735
imperfect-src,103,0.01864971299386735
imperfect-src,104,0.0186496972504917
imperfect-src,105,0.0186496972504917
imperfect-src,106,0.018649681507142635
imperfect-src,107,0.018649681507142635
imperfect-src,108,0.01864966576382015
imperfect-src,109,0.01864966576382015
imperfect-src,110,0.018649650020524242
imperfect-src,111,0.018649650020524242
imperfect-src,112,0.018649634277254915
imperfect-src,113,0.018649634277254915
imperfect-src,114,0.018649618534012168
imperfect-src,115,0.018649618534012168
imperfect-src,116,0.018649602790796
imperfect-src,117,0.018647556482663398
imperfect-src,118,0.018647556482663398
imperfect-src,119,0.018647556482663398
imperfect-src,120,0.018647556482663398
imperfect-src,121,0.018647556482663398
imperfect-src,122,0.018647556482663398
imperfect-src,123,0.018647556482663398
imperfect-src,124,0.018647556482663398
imperfect-src,125,0.018647556482663398
imperfect-src,126,0.018647556482663398
imperfect-src,127,0.018647556482663398
imperfect-src,128,0.018647556482663398
imperfect-src,129,0.018647556482663398
imperfect-src,130,0.018647556482663398
imperfect-src,131,0.018647556482663398
imperfect-src,132,0.018647556482663398
imperfect-src,133,0.018647556482663398
imperfect-src,134,0.018647556482663398
imperfect-src,135,0.018647556482663398
imperfect-src,136,0.018647556482663398
imperfect-src,137,0.018647556482663398
imperfect-src,138,0.018647556482663398
imperfect-src,139,0.018647556482663398
imperfect-src,140,0.018647556482663398
imperfect-src,141,0.018647556482663398
imperfect-src,142,0.018647556482663398
imperfect-src,143,0.018647556482663398
imperfect-src,144,0.018647556482663398
imperfect-src,145,0.018647556482663398
imperfect-src,146,0.018647556482663398
imperfect-src,147,0.018647556482663398
imperfect-src,148,0.018647556482663398
imperfect-src,149,0.018647556482663398
imperfect-src,150,0.018647556482663398
